id,system,locus,goal,budget,arm,world,conforming,nominal,reference_target,retest,recovered,metric,mae,coverage,width,quality_pass,retest_purity
EC-W01-B12-discovery-E-Opaque,EC,E,discovery,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7175865173339844,False,electrochemical_selectivity,0.09679311066865921,0.5833333333333334,0.3225,,
EC-W01-B12-discovery-E-Opaque,EC,E,discovery,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7175865173339844,False,energy_efficiency,0.1617156228174766,0.5,0.33,,
EC-W01-B12-discovery-E-Opaque,EC,E,discovery,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7175865173339844,False,faradaic_efficiency,0.13178301771481832,0.5833333333333334,0.305,,
EC-W01-B12-discovery-E-Opaque,EC,E,discovery,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7175865173339844,False,score,0.08839383201052746,0.75,0.25,,
EC-W01-B12-discovery-E-Opaque,EC,E,discovery,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7175865173339844,False,selective_product_yield,0.06920858753394957,0.8333333333333334,0.163,,
EC-W01-B12-discovery-E-Opaque,EC,E,discovery,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7175865173339844,False,transport_efficiency,0.12721733351548511,0.5833333333333334,0.30916666666666665,,
EC-W01-B12-discovery-E-Aligned,EC,E,discovery,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.38065528869628906,True,electrochemical_selectivity,0.44255763401587805,0.5,0.1525,,
EC-W01-B12-discovery-E-Aligned,EC,E,discovery,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.38065528869628906,True,energy_efficiency,0.39689020541807013,0.25,0.12291666666666667,,
EC-W01-B12-discovery-E-Aligned,EC,E,discovery,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.38065528869628906,True,faradaic_efficiency,0.33883348832527793,0.4166666666666667,0.14708333333333334,,
EC-W01-B12-discovery-E-Aligned,EC,E,discovery,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.38065528869628906,True,score,0.26198136849949755,0.5,0.12083333333333333,,
EC-W01-B12-discovery-E-Aligned,EC,E,discovery,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.38065528869628906,True,selective_product_yield,0.08978781657246872,0.5,0.07291666666666667,,
EC-W01-B12-discovery-E-Aligned,EC,E,discovery,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.38065528869628906,True,transport_efficiency,0.3434821591774622,0.4166666666666667,0.14125000000000001,,
EC-W01-B12-discovery-E-MisIndexed,EC,E,discovery,12,MisIndexed,EC-W01,True,0.8,single_seeded_observation,0.4652498960494995,True,electrochemical_selectivity,0.4317243006825447,0.5,0.15083333333333335,,
EC-W01-B12-discovery-E-MisIndexed,EC,E,discovery,12,MisIndexed,EC-W01,True,0.8,single_seeded_observation,0.4652498960494995,True,energy_efficiency,0.37376996159056824,0.4166666666666667,0.12833333333333333,,
EC-W01-B12-discovery-E-MisIndexed,EC,E,discovery,12,MisIndexed,EC-W01,True,0.8,single_seeded_observation,0.4652498960494995,True,faradaic_efficiency,0.3266414983669917,0.5,0.11083333333333334,,
EC-W01-B12-discovery-E-MisIndexed,EC,E,discovery,12,MisIndexed,EC-W01,True,0.8,single_seeded_observation,0.4652498960494995,True,score,0.2467211788520217,0.5,0.13041666666666665,,
EC-W01-B12-discovery-E-MisIndexed,EC,E,discovery,12,MisIndexed,EC-W01,True,0.8,single_seeded_observation,0.4652498960494995,True,selective_product_yield,0.08169529836174722,0.5833333333333334,0.042583333333333334,,
EC-W01-B12-discovery-E-MisIndexed,EC,E,discovery,12,MisIndexed,EC-W01,True,0.8,single_seeded_observation,0.4652498960494995,True,transport_efficiency,0.3089354195197423,0.5,0.1425,,
EC-W01-B12-optimization-E-Opaque,EC,E,optimization,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7561219930648804,False,electrochemical_selectivity,0.323893401324749,0.5,0.505,,
EC-W01-B12-optimization-E-Opaque,EC,E,optimization,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7561219930648804,False,energy_efficiency,0.33182456341882544,0.4166666666666667,0.3641666666666667,,
EC-W01-B12-optimization-E-Opaque,EC,E,optimization,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7561219930648804,False,faradaic_efficiency,0.27191133995850886,0.6666666666666666,0.44083333333333335,,
EC-W01-B12-optimization-E-Opaque,EC,E,optimization,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7561219930648804,False,score,0.22939738071213167,0.4166666666666667,0.2783333333333333,,
EC-W01-B12-optimization-E-Opaque,EC,E,optimization,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7561219930648804,False,selective_product_yield,0.07987859947777663,0.4166666666666667,0.08441666666666668,,
EC-W01-B12-optimization-E-Opaque,EC,E,optimization,12,Opaque,EC-W01,True,0.8,single_seeded_observation,0.7561219930648804,False,transport_efficiency,0.2762914635737737,0.6666666666666666,0.4366666666666667,,
EC-W01-B12-optimization-E-Aligned,EC,E,optimization,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.736198365688324,False,electrochemical_selectivity,0.08354749192794163,0.8333333333333334,0.26999999999999996,,
EC-W01-B12-optimization-E-Aligned,EC,E,optimization,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.736198365688324,False,energy_efficiency,0.13742813957234223,0.5,0.2608333333333333,,
EC-W01-B12-optimization-E-Aligned,EC,E,optimization,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.736198365688324,False,faradaic_efficiency,0.10592772940794627,0.75,0.27666666666666667,,
EC-W01-B12-optimization-E-Aligned,EC,E,optimization,12,Aligned,EC-W01,True,0.8,single_seeded_observation,0.736198365688324,False,score,0.05723217924684287,0.9166666666666666,0.244,,
