arm,group,worlds,mae,source_mean_mae,coverage,width
Opaque,three_most_dilute,5,0.01833210026545114,0.169611038367956,0.9333333333333333,0.15675555555555554
Opaque,other_nine,5,0.010076250577326171,0.005531446828426399,0.9066666666666666,0.04705925925925926
Aligned,three_most_dilute,5,0.15862426151816295,0.16833174911324428,0.02222222222222222,0.08084444444444444
Aligned,other_nine,5,0.004647301928643827,0.005181090562247935,0.9125925925925926,0.03340222222222222
MisIndexed,three_most_dilute,5,0.14396808374038517,0.16835577973989227,0.13777777777777778,0.09633333333333334
MisIndexed,other_nine,5,0.004389850205011723,0.004943579124907651,0.8962962962962961,0.027976296296296294
