budget,arm,campaigns,recovery_mae_pp,purity_mae_pp,purity_coverage_percent,purity_interval_width_pp
12,Opaque,5,16.32151860232547,0.951856247153544,98.33333333333334,6.8133333333333335
12,Aligned,5,6.0550684149230625,4.969487341848855,60.0,12.941666666666665
12,MisIndexed,5,8.922955615543897,9.166424921294839,23.333333333333332,15.533333333333331
24,Opaque,5,9.107436753477018,1.9748425706506274,95.0,8.588333333333335
24,Aligned,5,6.839187563313319,3.9834754967179626,73.33333333333333,12.366666666666664
24,MisIndexed,5,7.863440215027544,5.079758254628173,55.00000000000001,12.309999999999999
